352;25;ERZURUM;Uzundere;Uzundere Malmüdürlüğü
353;25;ERZURUM;Pazaryolu;Pazaryolu Malmüdürlüğü
354;25;ERZURUM;Yakutiye;Aziziye (Ilıca) Malmüdürlüğü
355;25;ERZURUM;Köprüköy;Köprüköy Malmüdürlüğü
356;26;Eskişehir;Eskişehir;Yunus Emre Vergi Dairesi Müdürlüğü
357;26;Eskişehir;Eskişehir;2 Eylül Vergi Dairesi Müdürlüğü
358;26;Eskişehir;Eskişehir;Battalgazi Vergi Dairesi Müdürlüğü
359;26;Eskişehir;Eskişehir;Taşbaşı Vergi Dairesi Müdürlüğü
360;26;Eskişehir;Çifteler;Çifteler Vergi Dairesi Müdürlüğü
361;26;Eskişehir;Sivrihisar;Sivrihisar Vergi Dairesi Müdürlüğü
362;26;Eskişehir;Mahmudiye;Mahmudiye Malmüdürlüğü
363;26;Eskişehir;Mihalıççık;Mihalıççık Malmüdürlüğü
364;26;Eskişehir;Sarıcakaya;Sarıcakaya Malmüdürlüğü
365;26;Eskişehir;Seyitgazi;Seyitgazi Malmüdürlüğü
366;26;Eskişehir;Alpu;Alpu Malmüdürlüğü
367;26;Eskişehir;Beylikova;Beylikova Malmüdürlüğü
368;26;Eskişehir;İnönü;İnönü Malmüdürlüğü
369;26;Eskişehir;Günyüzü;Günyüzü Malmüdürlüğü
370;26;Eskişehir;Han;Han Malmüdürlüğü
371;26;Eskişehir;Mihalgazi;Mihalgazi Malmüdürlüğü
372;27;GAZİANTEP;Gaziantep;Suburcu Vergi Dairesi Müdürlüğü
373;27;GAZİANTEP;Gaziantep;Şehitkâmil Vergi Dairesi Müdürlüğü
374;27;GAZİANTEP;Gaziantep;Şahinbey Vergi Dairesi Müdürlüğü
375;27;GAZİANTEP;Gaziantep;Gazikent Vergi Dairesi Müdürlüğü
376;27;GAZİANTEP;Gaziantep;Kozanlı Vergi Dairesi Müdürlüğü
377;27;GAZİANTEP;Nizip;Nizip Vergi Dairesi Müdürlüğü
378;27;GAZİANTEP;İslahiye;İslahiye Vergi Dairesi Müdürlüğü
379;27;GAZİANTEP;Araban;Araban Malmüdürlüğü
380;27;GAZİANTEP;Gaziantep;Oğuzeli Malmüdürlüğü
381;27;GAZİANTEP;Yavuzeli;Yavuzeli Malmüdürlüğü
382;27;GAZİANTEP;Karkamış;Karkamış Malmüdürlüğü
383;27;GAZİANTEP;Nurdağı;Nurdağı Malmüdürlüğü
